N-gram,Frequency
"('continue', 'load')",1
"('load', 'today')",1
"('job', 'processing')",1
"('processing', 'slow')",1
"('volume', 'loaded')",1
"('loaded', 'manually')",1
"('--', 'count')",1
"('td', 'login')",1
"('hanged', 'particular')",1
"('particular', 'step')",1
"('step', 'hence')",1
"('killed', 'restarted')",1
"('processed', 'backend')",1
"('backend', 'hence')",1
"('hence', 'kept')",1
"('successful', 'file')",1
"('records', 'issue')",1
"('data', 'cleansed')",1
"('cleansed', 'job')",1
"('dev', 'source')",1
"('team', 'fixed')",1
"('completed', 'due')",1
"('due', 'job')",1
"('held', '3days')",1
"('3days', 'received')",1
"('restarted', 'correct')",1
"('correct', 'source')",1
"('liaising', 'td/tods')",1
"('reprocessed', 'server')",1
"('server', 'reboot')",1
"('system', 'job')",1
"('failed', 'batch')",1
"('failed', 'count')",1
"('validation', 'executed')",1
"('source', 'dev')",1
"('issue', 'currently')",1
"('currently', 'investigating')",1
"('investigating', 'issue')",1
"('brj', 'unlink')",1
"('unlink', 'issue')",1
"('incorrect', 'deadline')",1
"('jobfailed', 'collect')",1
"('stats', 'procedure')",1
"('procedure', 'procedure')",1
"('procedure', 'executed')",1
"('executed', 'mannaully')",1
"('mannaully', 'back')",1
"('end', 'job')",1
"('killed', 'teh')",1
"('teh', 'parsing')",1
"('parsing', 'carried')",1
"('invalid', 'column')",1
"('column', 'issue')",1
"('job', 'restarte')",1
"('restarte', 'completed')",1
"('available', 'jobs')",1
"('executed', 'source')",1
"('arrived', 'completed')",1
"('tdata', 'login')",1
"('incident', 'wrongly')",1
"('triggered', 'already')",1
"('already', 'placed')",1
"('placed', 'schedule')",1
"('tbload', 're-run')",1
"('completed', 'successfuly')",1
"('successfuly', 're-run')",1
"('triggered', 'completed')",1
"('completed', 'previous')",1
"('batch', 'job')",1
"('load', 'batch')",1
"('slowly', 'issues')",1
"('job', 'delayed')",1
"('completion', 'cm')",1
"('cm', 'jobs')",1
"('issue', 'script')",1
"('script', 'deployment')",1
"('space', 'help')",1
"('help', 'dba')",1
"('aborted', 'dba')",1
"('system', 'connectivity')",1
"('connectivity', 'issue.killed')",1
"('issue.killed', 'job')",1
"('started', 'late')",1
"('late', 'delay')",1
"('matching', 'job')",1
"('started', 'completion')",1
"('matching', 'got')",1
"('ran', 'query')",1
"('space', 'temp')",1
"('data', 'availability')",1
"('failed', 'liasing')",1
"('due', 'event')",1
"('event', 'file')",1
"('batch', 'kept')",1
"('since', 'data')",1
"('source', 'past')",1
"('carry', 'housekeeping')",1
"('housekeeping', 'process')",1
"('process', 'help')",1
"('help', 'admin')",1
"('due', '0kb')",1
"('0kb', 'file')",1
"('issue', 'requested')",1
"('team', 'reprocess')",1
"('reprocess', 'file')",1
"('file', 'processed')",1
"('processed', 'placed')",1
"('error', 'jot')",1
"('jot', 'got')",1
"('got', 'failed.so')",1
"('failed.so', 'executed')",1
"('manually', 'sql')",1
"('sql', 'server')",1
"('abended', 'wapph005p01')",1
"('wapph005p01', 'server')",1
"('server', 'accessible')",1
"('accessible', 'manually')",1
"('job', 'another')",1
"('files', 'present')",1
"('present', 'job')",1
"('failed', 'collecting')",1
"('collecting', 'stats')",1
"('due', 'fast')",1
"('fast', 'load')",1
"('load', 'error')",1
"('restarted', 'tbload')",1
"('previous', 'process')",1
"('process', 'closed')",1
"('--', 'duplicates')",1
"('target', 'table')",1
"('table', 'available')",1
"('available', 're-created')",1
"('re-created', 'table')",1
"('copied', 'manaully')",1
"('invalid', 'time')",1
"('time', 'stamp.we')",1
"('stamp.we', 're-executed')",1
"('job', 'removing')",1
"('removing', 'effected')",1
"('effected', 'file')",1
"('ran', 'collect')",1
"('end', 'tdata')",1
"('kept', 'held')",1
"('held', 'jobs')",1
"('jobs', 'taking')",1
"('time', 'started')",1
"('re-executed', 'successfully')",1
"('rerun', 'succesful')",1
"('triggered', 'back')",1
"('killed', 'run')",1
"('run', 'backend')",1
"('availability', 'job')",1
"('canceled', 'due')",1
"('low', 'volume')",1
"('volume', 'file')",1
"('file', 'manaully')",1
"('issue', 'warranty')",1
"('running', 'hence')",1
"('backend', 'completed')",1
"('successfully', 'audit')",1
"('table', 'update')",1
"('update', 'failed')",1
"('jib', 'rerun')",1
"('aborted', 're-executed')",1
"('re-executed', 'later')",1
"('rerun', 'batch')",1
"('batch', 'data')",1
"('data', 'available')",1
"('transform', 'issue')",1
"('removing', 'erred')",1
"('erred', 'column')",1
"('column', 'value')",1
"('source', 'liaising')",1
"('job', 'since')",1
"('since', 'running')",1
"('long', 'hours')",1
"('hours', 'executed')",1
"('tbload', 'releases')",1
"('releases', 'job')",1
"('hence', 'cancelled')",1
"('reprocessed', 'closing')",1
"('closing', 'stream')",1
"('receiving', 'correct')",1
"('executed', 'completion')",1
"('completion', 'bi')",1
"('bi', 'brp')",1
"('brp', 'batches')",1
"('rerun', 'sequentially')",1
"('file', 'unavailibilty')",1
"('unavailibilty', 'intimated')",1
"('liaising', 'corresponding')",1
"('corresponding', 'source')",1
"('manually', 'stream')",1
"('day', 'tdata')",1
"('stream', 'previos')",1
"('previos', 'jobs')",1
"('running', 'current')",1
"('current', 'stream')",1
"('stream', 'started')",1
"('started', 'delay')",1
"('audit', 'entries')",1
"('entries', 'manually')",1
"('issue', 'collect')",1
"('run', 'seperately')",1
"('failure', 'restart')",1
"('restart', 'tried')",1
"('tried', 'command')",1
"('command', 'line')",1
"('line', 'run')",1
"('run', 'got')",1
"('got', 'sucessful')",1
"('sucessful', 'marking')",1
"('marking', 'job')",1
"('success', 'inbrj')",1
"('inbrj', 'hence')",1
"('correctly', 'issues')",1
"('full', 'load')",1
"('load', 'job')",1
"('executed', 'already')",1
"('already', 'hence')",1
"('failed', 'ran')",1
"('ran', 'date')",1
"('corrected', 'source')",1
"('job', 'decommissioned')",1
"('decommissioned', 'batches')",1
"('batches', 'held')",1
"('held', 'requested')",1
"('ems', 'place')",1
"('place', 'batch')",1
"('batch', 'request')",1
"('issue', 'extractor')",1
"('extractor', 'liasing')",1
"('liasing', 'bw')",1
"('bw', 'team')",1
"('mismatch', 'job')",1
"('success', 'table')",1
"('killed', 'stats')",1
"('failed', 'substitution')",1
"('parameter', 'issue')",1
"('executed', 'succssfully')",1
"('succssfully', 'manual')",1
"('manual', 'run.we')",1
"('run.we', 'raised')",1
"('raised', 'change')",1
"('change', 'rectify')",1
"('acttioned', 'accordingly')",1
"('batch', 'r')",1
"('r', 'state')",1
"('state', 'changed')",1
"('changed', 'c')",1
"('c', 'job')",1
"('due', 'backlogs')",1
"('brite', 'job')",1
"('triggered', 'backlogs')",1
"('backlogs', 'cleared')",1
"('moved', 'job')",1
"('stream', 'confirmed')",1
"('fixed', 'replacing')",1
"('replacing', 'source')",1
"('issue', 'files')",1
"('rerun', 'tomorrow')",1
"('system', 'responding')",1
"('responding', 'job')",1
"('end', 'completed')",1
"('site', 'file')",1
"('file', 'duplicate')",1
"('raised', 'job')",1
"('completed', 'day')",1
"(""n't"", 'triggered')",1
"('issue', 'providing')",1
"('providing', 'required')",1
"('required', 'space')",1
"('space', 'job')",1
"('re-ran', 'suceessfully')",1
"('issue', 'executed')",1
"('script', 'manullay')",1
"('manullay', 'insert')",1
"('successfull', 'data')",1
"('reprocessed', 'issue')",1
"('got', 'resolved')",1
"('server', 'needs')",1
"('needs', 'restarted')",1
"('failed', 'one')",1
"('one', 'process')",1
"('process', 'still')",1
"('liaising', 'devteam')",1
"('reun', 'data')",1
"('got', 'stuck')",1
"('stuck', 'tods')",1
"('server', 'set')",1
"('set', 'batch')",1
"('batch', 'next')",1
"('day', 'run')",1
"('due', 'dead')",1
"('files', 'extracted')",1
"('extracted', 'manually')",1
"('count', 'validataion')",1
"('validataion', 'failed')",1
"('state', 'closed')",1
"('closed', 'properly')",1
"('properly', 'process')",1
"('failed', 'without')",1
"('without', 'getting')",1
"('getting', 'triggered')",1
"('triggered', 'run')",1
"('connection', 'issue.the')",1
"('issue.the', 'resolve')",1
"('resolve', 'job')",1
"('brj', 'schedules')",1
"('schedules', 'issues')",1
"('issue', 'tods')",1
"('due', 'dependency')",1
"('dependency', 'applications')",1
"('failed', 'inlast')",1
"('inlast', 'update')",1
"('due', 'long')",1
"('running', 'update')",1
"('completed', 'redwood')",1
"('lock', 'table')",1
"('matching', 'jobs')",1
"('tbload', 'reexecuted')",1
"('issue', 'reprocessed')",1
"('count', 'issue')",1
"('corrected', 'job')",1
"('rerun', 'following')",1
"('following', 'day')",1
"('issue', 'informed')",1
"('informed', 'source')",1
"('fix', 'job')",1
"('issue', 'manaully')",1
"('manaully', 'ran')",1
"('ran', 'completed')",1
"('liainsfg', 'td/tods')",1
"('job', 'reprocssed')",1
"('reprocssed', 'data')",1
"('gludad', 'sml')",1
"('sml', 'schdelue')",1
"('schdelue', 'three')",1
"('three', 'news')",1
"('news', 'jobs')",1
"('jobs', 'added')",1
"('added', 'part')",1
"('part', 'lapsed')",1
"('lapsed', 'contract')",1
"('contract', 'patching.previsouly')",1
"('patching.previsouly', 'job')",1
"('job', 'triigered')",1
"('triigered', 'via')",1
"('via', 'brj')",1
"('brj', 'due')",1
"('batch', 'file')",1
"('file', 'created')",1
"('created', 'jobs')",1
"('jobs', 'tods')",1
"('tods', 'management')",1
"('management', 'console.so')",1
"('console.so', 'jobs')",1
"('jobs', 'fail')",1
"('fail', 'avoid')",1
"('avoid', 'jobs')",1
"('jobs', 'affceting')",1
"('affceting', 'ths')",1
"('ths', 'failure')",1
"('failure', 'put')",1
"('put', 'maid')",1
"('maid', 'qac')",1
"('qac', 'services')",1
"('services', 'quotes')",1
"('quotes', 'held.now')",1
"('held.now', 'issue')",1
"('resolved', 'put')",1
"('put', 'job')",1
"('held', 'status')",1
"('reprocessed', 'script')",1
"('script', 'name')",1
"('name', 'change')",1
"('removed', 'source')",1
"('job', 'execute')",1
"('execute', 'successfully')",1
"('completed', 'already')",1
"('completed', 're-running')",1
"('hold', ""'s"")",1
"(""'s"", 'source')",1
"('source', 'feed')",1
"('feed', 'received')",1
"('received', 'schedule')",1
"('schedule', 'used')",1
"('used', 'based')",1
"('based', 'availability')",1
"('field', 'issue')",1
"('failed', 'execute')",1
"('execute', 'brj')",1
"('job', 'trigfered')",1
"('trigfered', 'backend')",1
"('collects', 'stats')",1
"('manually', 'order')",1
"('order', 'let')",1
"('let', 'qas')",1
"('qas', 'run')",1
"('--', 'duplicate')",1
"('job', 'tbloaded')",1
"('tbloaded', 'job')",1
"('failed', 're-running')",1
"('need', 'restart')",1
"('restart', 'cluster')",1
"('cluster', 'server')",1
"('server', 'house')",1
"('keeping', 'done')",1
"('jobs', 'triggered')",1
"('backend', 'order')",1
"('order', 'manage')",1
"('manage', 'queue')",1
"('queue', 'effectiveness')",1
"('team', 'batch')",1
"('successfully', 'removing')",1
"('due', 'incoorect')",1
"('incoorect', 'date')",1
"('date', 'changing')",1
"('changing', 'correct')",1
"('correct', 'date')",1
"('date', 'job')",1
"('job', 'scheduler')",1
"('executed', 'kept')",1
"('due', 'slow')",1
"('slow', 'performance')",1
"('performance', 'teradtaa')",1
"('development', 'liaising')",1
"('job', 'ws')",1
"('ws', 'restarted')",1
"('failure', 'hence')",1
"('hence', 'stream')",1
"('closed', 'marked')",1
"('due', 'time')",1
"('issue', 'backlog')",1
"('update', 'audit')",1
"('tdata', 'job')",1
"('arrival', 'job')",1
"('success', 'source')",1
"('arrival', 'got')",1
"('new', 'schedule')",1
"('schedule', 'informed')",1
"('informed', 'dev')",1
"('team', 'look')",1
"('look', 'issue')",1
"('completed', 'successfully.after')",1
"('successfully.after', 'receiving')",1
"('active', 'job')",1
"('invalid', 'datetime')",1
"('datetime', 'stamp')",1
"('stamp', 'issue')",1
"('source', 'updated')",1
"('updated', 'record')",1
"('record', 're-running')",1
"('mdl', 'cancelled')",1
"('due', 'delay')",1
"('completion', 'back')",1
"('back', 'log')",1
"('log', 'data')",1
"('data', 'pulled')",1
"('pulled', 'next')",1
"('failed', 'unzipping')",1
"('unzipping', 'file.the')",1
"('file.the', 'step')",1
"('step', 'done')",1
"('due', 'tbuild')",1
"('tbuild', 'error')",1
"('restarted', 'older')",1
"('older', 'sessions')",1
"('sessions', 'closed')",1
"('completed', 'scuessfully')",1
"('issues', 'sbi')",1
"('sbi', 'batch')",1
"('resolved', 'adn')",1
"('state', 'manually')",1
"('updated', 'job')",1
"('rerun', 'thanks')",1
"('thanks', 'nagapriya')",1
"('nagapriya', 'c')",1
"('successfully', 'issues')",1
"('time', 'expired')",1
"('expired', 'issue')",1
"('instance', 'restarted')",1
"('restarted', 'batch')",1
"('date', 'column')",1
"('column', 'error')",1
"('job', 'reporcessed')",1
"('issue', 'raised')",1
"('raised', 'incident')",1
"('file', 'unavailablitiy')",1
"('unavailablitiy', 'intimated')",1
"('re-run', 'duplicates')",1
"('abended', 'session')",1
"('session', 'hanged')",1
"('hanged', 'tods')",1
"('steam', 'manually')",1
"('hence', 'reached')",1
"('wrongly', 'started')",1
"('started', 'jon')",1
"('failure', 'stream')",1
"('manually', 'rerun')",1
"('restart', 'reprocessed')",1
"('error', 'release')",1
"('release', 'mlock')",1
"('mlock', 'job')",1
"('extraction', 'liaising')",1
"('td', 'tods')",1
"('tods', 'team')",1
"('due', 'less')",1
"('less', 'db')",1
"('space', 'edwprdt_tmp')",1
"('edwprdt_tmp', 'housekeeping')",1
"('done', 'job')",1
"('reun', 'completed')",1
"('session', 'lock')",1
"('lock', 'tods')",1
"('restarted', 'manually')",1
"('manually', 'pointing')",1
"('pointing', 'another')",1
"('another', 'server')",1
"('server', 'completed')",1
"('duplicates', 'staging')",1
"('table', 'deleted')",1
"('failed', 'beacuse')",1
"('beacuse', 'stats')",1
"('corrected', 'manually')",1
"('held', 'providing')",1
"('providing', 'fix')",1
"('fix', 'address')",1
"('address', 'matching')",1
"('matching', 'process')",1
"('fixed', 'hence')",1
"('job', 'updating')",1
"('updating', 'values')",1
"('values', 'restarted')",1
"('connection', 'issue.this')",1
"('issue.this', 'resolved')",1
"('resolved', 'source')",1
"('oracle', 'db')",1
"('db', 'connectivity')",1
"('sucessful', 'data')",1
"('killed', 'longrunning')",1
"('fixed', 'data')",1
"('data', 'backend')",1
"('backend', 'executed')",1
"('cleared', 'duplicates')",1
"('batch', 're-ran')",1
"('re-ran', 'back')",1
"('invalid', 'timestamp')",1
"('timestamp', 'issue')",1
"('due', 'dataa')",1
"('dataa', 'duplicate')",1
"('resolved', 'batch')",1
"('batch', 're-started')",1
"('wrongly', 'console')",1
"('deletion', 'duplicates')",1
"('reprocessed', 'next')",1
"('issue', 'scheduler')",1
"('reprocessed', 'manually')",1
"('mloa', 'dissue')",1
"('dissue', 'successful')",1
"('successful', 'reurn')",1
"('brj', 're-started')",1
"('re-started', 'schedule')",1
"('schedule', 'brj')",1
"('job', 'manully')",1
"('manully', 'run')",1
"('rerun', 'time')",1
"('issue', 'new')",1
"('new', 'files')",1
"('placed', 'job')",1
"('dba', 'dead')",1
"('dead', 'locking')",1
"('issue.executed', 'job')",1
"('failed', 'stream')",1
"('active', 'liaising')",1
"('team', 'resolve')",1
"('wrongly', 'brj')",1
"('job', 'reprcessed')",1
"('issue', 'sorted')",1
"('sorted', 'completely')",1
"('completely', 'job')",1
"('moved', 'restarted')",1
"('dead-lock', 'issue.on')",1
"('liasing', 'td/bod')",1
"('td/bod', 'steam')",1
"('yesterday', ""'s"")",1
"('got', 'decommissioned')",1
"('manually', 'transferred')",1
"('transferred', 'file')",1
"('file', 'rr11')",1
"('rr11', 'issue')",1
"('0', 'kb')",1
"('kb', 'file')",1
"('copied', 'hence')",1
"('failed', 'copied')",1
"('copied', 'file')",1
"('file', 'manually')",1
"('manually', 'marked')",1
"('received', 'run')",1
"('user', 'kill')",1
"('kill', 'one')",1
"('one', 'high')",1
"('high', 'cpu')",1
"('cpu', 'usage')",1
"('usage', 'eg')",1
"('eg', 'session')",1
"('success', 'reerun')",1
"('ftp', 'isse')",1
"('isse', 'successful')",1
"('asked', 'ems')",1
"('team', 'tea')",1
"('tea', 'change')",1
"('change', 'count')",1
"('count', 'increase')",1
"('increase', 'incident')",1
"('incident', 'hence')",1
"('files', 'sas')",1
"('sas', 'path')",1
"('rr12', 'file')",1
"('file', 'delayed')",1
"('file', 'arrival.success')",1
"('arrival.success', 'rerun')",1
"('ftp', 'host')",1
"('host', 'key')",1
"('key', 'issue')",1
"('users', 'informed')",1
"('informed', 'delete')",1
"('delete', 'unwanted')",1
"('success', 'ran')",1
"('successfully', 'next')",1
"('next', 'run')",1
"('user', 'informed')",1
"('development', 'closing')",1
"('incident', 'development')",1
"('user', 'clear')",1
"('clear', 'unwanted')",1
"('file', 'yet')",1
"('yet', 'received')",1
"('source', 'file.success')",1
"('file.success', 'rerun')",1
"('delay', 'job')",1
"('delay', 'successful')",1
"('process', 'jon')",1
"('users', 'clear')",1
"('clear', 'space')",1
