N-gram,Frequency
"('procedure', 'procedure', 'executed', 'mannaully')",1
"('procedure', 'executed', 'mannaully', 'back')",1
"('executed', 'mannaully', 'back', 'end')",1
"('mannaully', 'back', 'end', 'job')",1
"('back', 'end', 'job', 'marked')",1
"('end', 'job', 'marked', 'completed')",1
"('job', 'killed', 'teh', 'parsing')",1
"('killed', 'teh', 'parsing', 'carried')",1
"('teh', 'parsing', 'carried', 'manually')",1
"('abended', 'due', 'invalid', 'column')",1
"('due', 'invalid', 'column', 'issue')",1
"('invalid', 'column', 'issue', 'fixed')",1
"('column', 'issue', 'fixed', 'job')",1
"('issue', 'fixed', 'job', 'restarte')",1
"('fixed', 'job', 'restarte', 'completed')",1
"('job', 'restarte', 'completed', 'successfully')",1
"('failed', 'source', 'files', 'available')",1
"('source', 'files', 'available', 'jobs')",1
"('files', 'available', 'jobs', 'executed')",1
"('available', 'jobs', 'executed', 'source')",1
"('jobs', 'executed', 'source', 'file')",1
"('executed', 'source', 'file', 'arrived')",1
"('source', 'file', 'arrived', 'completed')",1
"('file', 'arrived', 'completed', 'successfully')",1
"('tdata', 'login', 'time', 'job')",1
"('login', 'time', 'job', 're-ran')",1
"('time', 'job', 're-ran', 'successfully')",1
"('job', 'restarted', 'completed', 'succesfully')",1
"('incident', 'wrongly', 'triggered', 'already')",1
"('wrongly', 'triggered', 'already', 'placed')",1
"('triggered', 'already', 'placed', 'schedule')",1
"('already', 'placed', 'schedule', 'request')",1
"('error', 'released', 'tbload', 're-run')",1
"('released', 'tbload', 're-run', 'job')",1
"('tbload', 're-run', 'job', 'got')",1
"('job', 'completed', 'successfuly', 're-run')",1
"('wrongly', 'triggered', 'completed', 'previous')",1
"('triggered', 'completed', 'previous', 'batch')",1
"('completed', 'previous', 'batch', 'job')",1
"('previous', 'batch', 'job', 'completed')",1
"('batch', 'job', 'completed', 'successfully')",1
"('due', 'td', 'load', 'batch')",1
"('td', 'load', 'batch', 'progressing')",1
"('load', 'batch', 'progressing', 'slowly')",1
"('batch', 'progressing', 'slowly', 'issues')",1
"('progressing', 'slowly', 'issues', 'batch')",1
"('job', 'delayed', 'due', 'late')",1
"('due', 'late', 'completion', 'cm')",1
"('late', 'completion', 'cm', 'jobs')",1
"('reprocessed', 'data', 'fix', 'issue')",1
"('data', 'fix', 'issue', 'script')",1
"('fix', 'issue', 'script', 'deployment')",1
"('reprocessed', 'adding', 'space', 'help')",1
"('adding', 'space', 'help', 'dba')",1
"('bw', 'source', 'system', 'connectivity')",1
"('source', 'system', 'connectivity', 'issue.killed')",1
"('system', 'connectivity', 'issue.killed', 'job')",1
"('connectivity', 'issue.killed', 'job', 're-run')",1
"('issue.killed', 'job', 're-run', 'job')",1
"('job', 're-run', 'job', 'completed')",1
"('job', 'started', 'late', 'delay')",1
"('started', 'late', 'delay', 'completion')",1
"('late', 'delay', 'completion', 'customer')",1
"('delay', 'completion', 'customer', 'matching')",1
"('completion', 'customer', 'matching', 'job')",1
"('customer', 'matching', 'job', 'started')",1
"('matching', 'job', 'started', 'completion')",1
"('job', 'started', 'completion', 'customer')",1
"('started', 'completion', 'customer', 'matching')",1
"('completion', 'customer', 'matching', 'got')",1
"('customer', 'matching', 'got', 'completed')",1
"('matching', 'got', 'completed', 'successfully')",1
"('failed', 'updating', 'audit', 'table')",1
"('updating', 'audit', 'table', 'manually')",1
"('audit', 'table', 'manually', 'ran')",1
"('table', 'manually', 'ran', 'query')",1
"('manually', 'ran', 'query', 'tdata')",1
"('due', 'space', 'issue', 'job')",1
"('reprocessed', 'adding', 'space', 'temp')",1
"('adding', 'space', 'temp', 'db')",1
"('due', 'data', 'availability', 'source')",1
"('data', 'availability', 'source', 'job')",1
"('availability', 'source', 'job', 'failed')",1
"('source', 'job', 'failed', 'liasing')",1
"('job', 'failed', 'liasing', 'source')",1
"('failed', 'liasing', 'source', 'team')",1
"('due', 'duplicate', 'issue', 'rerun')",1
"('duplicate', 'issue', 'rerun', 'data')",1
"('issue', 'rerun', 'data', 'fix')",1
"('due', 'event', 'file', 'unavailability')",1
"('event', 'file', 'unavailability', 'job')",1
"('file', 'unavailability', 'job', 'failed')",1
"('batch', 'kept', 'hold', 'since')",1
"('kept', 'hold', 'since', 'data')",1
"('hold', 'since', 'data', 'received')",1
"('since', 'data', 'received', 'source')",1
"('data', 'received', 'source', 'past')",1
"('received', 'source', 'past', 'three')",1
"('source', 'past', 'three', 'days')",1
"('carry', 'housekeeping', 'process', 'help')",1
"('housekeeping', 'process', 'help', 'admin')",1
"('job', 'abended', 'due', '0kb')",1
"('abended', 'due', '0kb', 'file')",1
"('due', '0kb', 'file', 'source')",1
"('0kb', 'file', 'source', 'side')",1
"('file', 'source', 'side', 'issue')",1
"('source', 'side', 'issue', 'requested')",1
"('side', 'issue', 'requested', 'source')",1
"('issue', 'requested', 'source', 'team')",1
"('requested', 'source', 'team', 'reprocess')",1
"('source', 'team', 'reprocess', 'file')",1
"('team', 'reprocess', 'file', 'processed')",1
"('reprocess', 'file', 'processed', 'placed')",1
"('file', 'processed', 'placed', 'path')",1
"('tods', 'login', 'time', 'error')",1
"('login', 'time', 'error', 'jot')",1
"('time', 'error', 'jot', 'got')",1
"('error', 'jot', 'got', 'failed.so')",1
"('jot', 'got', 'failed.so', 'executed')",1
"('got', 'failed.so', 'executed', 'script')",1
"('failed.so', 'executed', 'script', 'manually')",1
"('executed', 'script', 'manually', 'sql')",1
"('script', 'manually', 'sql', 'server')",1
"('job', 'abended', 'wapph005p01', 'server')",1
"('abended', 'wapph005p01', 'server', 'accessible')",1
"('wapph005p01', 'server', 'accessible', 'manually')",1
"('server', 'accessible', 'manually', 'restarted')",1
"('accessible', 'manually', 'restarted', 'job')",1
"('manually', 'restarted', 'job', 'another')",1
"('restarted', 'job', 'another', 'instance')",1
"('job', 'another', 'instance', 'completed')",1
"('job', 'got', 'completed', 'rerun')",1
"('job', 'restarted', 'completed', 'succefully')",1
"('due', 'connection', 'time', 'issue')",1
"('connection', 'time', 'issue', 'job')",1
"('brj', 're-run', 'job', 'got')",1
"('failed', 'source', 'files', 'present')",1
"('source', 'files', 'present', 'job')",1
"('files', 'present', 'job', 'marked')",1
"('present', 'job', 'marked', 'success')",1
"('job', 'failed', 'collecting', 'stats')",1
"('failed', 'collecting', 'stats', 'manually')",1
"('collecting', 'stats', 'manually', 'executed')",1
"('stats', 'manually', 'executed', 'collect')",1
"('manually', 'executed', 'collect', 'stats')",1
"('executed', 'collect', 'stats', 'back')",1
"('job', 'abended', 'due', 'fast')",1
"('abended', 'due', 'fast', 'load')",1
"('due', 'fast', 'load', 'error')",1
"('fast', 'load', 'error', 'job')",1
"('load', 'error', 'job', 'restarted')",1
"('error', 'job', 'restarted', 'tbload')",1
"('job', 'restarted', 'tbload', 'released')",1
"('restarted', 'tbload', 'released', 'completed')",1
"('tbload', 'released', 'completed', 'successfully')",1
"('data', 'issue', '--', 'duplicates')",1
"('issue', '--', 'duplicates', 'customer')",1
"('--', 'duplicates', 'customer', 'file')",1
"('target', 'table', 'available', 're-created')",1
"('table', 'available', 're-created', 'table')",1
"('available', 're-created', 'table', 're-run')",1
"('re-created', 'table', 're-run', 'successful')",1
"('liaising', 'td', 'dba', 'team')",1
"('space', 'issue', 'issue', 'resolved')",1
"('due', 'named', 'pipe', 'issue')",1
"('named', 'pipe', 'issue', 'job')",1
"('pipe', 'issue', 'job', 'failed')",1
"('issues', 'job', 'failed', 're-run')",1
"('failed', 'due', 'invalid', 'time')",1
"('due', 'invalid', 'time', 'stamp.we')",1
"('invalid', 'time', 'stamp.we', 're-executed')",1
"('time', 'stamp.we', 're-executed', 'job')",1
"('stamp.we', 're-executed', 'job', 'removing')",1
"('re-executed', 'job', 'removing', 'effected')",1
"('job', 'removing', 'effected', 'file')",1
"('removing', 'effected', 'file', 'completed')",1
"('effected', 'file', 'completed', 'successfully')",1
"('collect', 'stats', 'manually', 'ran')",1
"('stats', 'manually', 'ran', 'collect')",1
"('manually', 'ran', 'collect', 'stats')",1
"('ran', 'collect', 'stats', 'back')",1
"('stats', 'back', 'end', 'tdata')",1
"('job', 'kept', 'held', 'jobs')",1
"('kept', 'held', 'jobs', 'taking')",1
"('held', 'jobs', 'taking', 'time')",1
"('jobs', 'taking', 'time', 'started')",1
"('taking', 'time', 'started', 'completed')",1
"('time', 'started', 'completed', 'backend')",1
"('source', 'data', 'issue', 'corrected')",1
"('data', 'issue', 'corrected', 'data')",1
"('issue', 'corrected', 'data', 'job')",1
"('corrected', 'data', 'job', 're-executed')",1
"('data', 'job', 're-executed', 'successfully')",1
"('issue', 'job', 'triggered', 'back')",1
"('job', 'triggered', 'back', 'end')",1
"('job', 'killed', 'run', 'backend')",1
"('re-ran', 'job', 'file', 'availability')",1
"('job', 'file', 'availability', 'job')",1
"('file', 'availability', 'job', 'completed')",1
"('availability', 'job', 'completed', 'successfully')",1
"('canceled', 'due', 'td', 'outage')",1
"('td', 'outage', 'run', 'tomorrow')",1
"('outage', 'run', 'tomorrow', ""'s"")",1
"('failed', 'due', 'low', 'volume')",1
"('due', 'low', 'volume', 'file')",1
"('duplicate', 'issue', 'warranty', 'support')",1
"('issue', 'warranty', 'support', 'liasing')",1
"('warranty', 'support', 'liasing', 'dev')",1
"('support', 'liasing', 'dev', 'team')",1
"('previous', 'jobs', 'running', 'hence')",1
"('jobs', 'running', 'hence', 'job')",1
"('running', 'hence', 'job', 'reached')",1
"('due', 'duplicate', 'value', 'issue')",1
"('duplicate', 'value', 'issue', 'issue')",1
"('environment', 'issue', 'job', 'triggered')",1
"('issue', 'job', 'triggered', 'backend')",1
"('job', 'triggered', 'backend', 'completed')",1
"('triggered', 'backend', 'completed', 'successfully')",1
"('job', 'executed', 'successfully', 'audit')",1
"('executed', 'successfully', 'audit', 'table')",1
"('successfully', 'audit', 'table', 'update')",1
"('audit', 'table', 'update', 'failed')",1
"('table', 'update', 'failed', 'manually')",1
"('update', 'failed', 'manually', 'executed')",1
"('failed', 'manually', 'executed', 'query')",1
"('jib', 'rerun', 'data', 'fix')",1
"('hence', 'job', 'aborted', 're-executed')",1
"('job', 'aborted', 're-executed', 'later')",1
"('rerun', 'batch', 'data', 'available')",1
"('batch', 'data', 'available', 'source')",1
"('transform', 'issue', 'job', 're-run')",1
"('job', 're-run', 'removing', 'erred')",1
"('re-run', 'removing', 'erred', 'column')",1
"('removing', 'erred', 'column', 'value')",1
"('extraction', 'issue', 'source', 'liaising')",1
"('issue', 'source', 'liaising', 'source')",1
"('source', 'liaising', 'source', 'team')",1
"('manually', 'killed', 'job', 'since')",1
"('killed', 'job', 'since', 'running')",1
"('job', 'since', 'running', 'long')",1
"('since', 'running', 'long', 'hours')",1
"('running', 'long', 'hours', 'executed')",1
"('long', 'hours', 'executed', 'job')",1
"('hours', 'executed', 'job', 'back')",1
"('ran', 'job', 'completed', 'successfully')",1
"('named-pipe', 'error', 'tbload', 'releases')",1
"('error', 'tbload', 'releases', 'job')",1
"('tbload', 'releases', 'job', 're-run')",1
"('releases', 'job', 're-run', 'successfully')",1
"('wrongly', 'triggered', 'hence', 'cancelled')",1
"('triggered', 'hence', 'cancelled', 'job')",1
"('job', 'reprocessed', 'closing', 'stream')",1
"('reprocessed', 'closing', 'stream', 'manually')",1
"('completed', 'successfully', 'receiving', 'correct')",1
"('successfully', 'receiving', 'correct', 'file')",1
"('executed', 'completion', 'bi', 'brp')",1
"('completion', 'bi', 'brp', 'batches')",1
"('space', 'issue', 'job', 'rerun')",1
"('issue', 'job', 'rerun', 'sequentially')",1
"('got', 'executed', 'successfully', 'run')",1
"('source', 'file', 'unavailibilty', 'intimated')",1
"('file', 'unavailibilty', 'intimated', 'source')",1
"('unavailibilty', 'intimated', 'source', 'team')",1
"('brj', 'issue', 'job', ""n't"")",1
"('issue', 'job', ""n't"", 'get')",1
"('job', ""n't"", 'get', 'triggered')",1
"('file', 'available', 'liaising', 'corresponding')",1
"('available', 'liaising', 'corresponding', 'source')",1
"('liaising', 'corresponding', 'source', 'team')",1
"('instance', 'active', 'manually', 'stream')",1
"('active', 'manually', 'stream', 'closed')",1
"('manually', 'stream', 'closed', 'job')",1
"('job', 'cancelled', 'day', 'tdata')",1
"('cancelled', 'day', 'tdata', 'outage')",1
"('job', 're-run', 'back', 'end')",1
"('stream', 'previos', 'jobs', 'running')",1
"('previos', 'jobs', 'running', 'current')",1
"('jobs', 'running', 'current', 'stream')",1
"('running', 'current', 'stream', 'started')",1
"('current', 'stream', 'started', 'delay')",1
"('failed', 'updating', 'audit', 'entries')",1
"('updating', 'audit', 'entries', 'manually')",1
"('audit', 'entries', 'manually', 'executed')",1
"('entries', 'manually', 'executed', 'query')",1
"('due', 'stats', 'issue', 'collect')",1
"('stats', 'issue', 'collect', 'stats')",1
"('issue', 'collect', 'stats', 'run')",1
"('collect', 'stats', 'run', 'seperately')",1
"('failure', 'restart', 'tried', 'command')",1
"('restart', 'tried', 'command', 'line')",1
"('tried', 'command', 'line', 'run')",1
"('command', 'line', 'run', 'got')",1
"('line', 'run', 'got', 'sucessful')",1
"('run', 'got', 'sucessful', 'marking')",1
"('got', 'sucessful', 'marking', 'job')",1
"('sucessful', 'marking', 'job', 'success')",1
"('marking', 'job', 'success', 'inbrj')",1
"('job', 'success', 'inbrj', 'hence')",1
"('success', 'inbrj', 'hence', 'closing')",1
"('inbrj', 'hence', 'closing', 'incident')",1
"('collect', 'stats', 'manually', 'run')",1
"('batch', 'progressing', 'correctly', 'issues')",1
"('full', 'load', 'job', 'executed')",1
"('load', 'job', 'executed', 'already')",1
"('job', 'executed', 'already', 'hence')",1
"('executed', 'already', 'hence', 'job')",1
"('already', 'hence', 'job', 'failed')",1
"('hence', 'job', 'failed', 'ran')",1
"('job', 'failed', 'ran', 'date')",1
"('source', 'team', 'corrected', 'source')",1
"('team', 'corrected', 'source', 'file')",1
"('corrected', 'source', 'file', 're-running')",1
"('source', 'file', 're-running', 'job')",1
"('job', 'decommissioned', 'batches', 'held')",1
"('decommissioned', 'batches', 'held', 'requested')",1
"('batches', 'held', 'requested', 'ems')",1
"('held', 'requested', 'ems', 'place')",1
"('requested', 'ems', 'place', 'batch')",1
"('ems', 'place', 'batch', 'request')",1
"('liasing', 'td', 'dba', 'team')",1
"('connectivity', 'issue', 'extractor', 'liasing')",1
"('issue', 'extractor', 'liasing', 'bw')",1
"('extractor', 'liasing', 'bw', 'team')",1
"('abended', 'due', 'source', 'target')",1
"('source', 'target', 'count', 'mismatch')",1
"('target', 'count', 'mismatch', 'job')",1
"('count', 'mismatch', 'job', 'marked')",1
"('mismatch', 'job', 'marked', 'success')",1
"('job', 'marked', 'success', 'table')",1
"('marked', 'success', 'table', 'data')",1
"('job', 'failed', 'due', 'stats')",1
"('due', 'stats', 'issue', 'manually')",1
"('stats', 'issue', 'manually', 'collected')",1
"('issue', 'manually', 'collected', 'stats')",1
"('killed', 'stats', 'run', 'manaully')",1
"('job', 'got', 'failed', 'substitution')",1
"('got', 'failed', 'substitution', 'parameter')",1
"('failed', 'substitution', 'parameter', 'issue')",1
"('substitution', 'parameter', 'issue', 'got')",1
"('parameter', 'issue', 'got', 'executed')",1
"('issue', 'got', 'executed', 'succssfully')",1
"('got', 'executed', 'succssfully', 'manual')",1
"('executed', 'succssfully', 'manual', 'run.we')",1
"('succssfully', 'manual', 'run.we', 'raised')",1
"('manual', 'run.we', 'raised', 'change')",1
"('run.we', 'raised', 'change', 'rectify')",1
"('previous', 'batch', 'r', 'state')",1
"('batch', 'r', 'state', 'changed')",1
"('r', 'state', 'changed', 'c')",1
"('state', 'changed', 'c', 'job')",1
"('changed', 'c', 'job', 're-ran')",1
"('c', 'job', 're-ran', 'successfully')",1
"('job', 'held', 'due', 'backlogs')",1
"('held', 'due', 'backlogs', 'brite')",1
"('due', 'backlogs', 'brite', 'job')",1
"('backlogs', 'brite', 'job', 'triggered')",1
"('brite', 'job', 'triggered', 'backlogs')",1
"('job', 'triggered', 'backlogs', 'cleared')",1
"('files', 'manually', 'moved', 'job')",1
"('manually', 'moved', 'job', 'reprocessed')",1
"('stream', 'still', 'active', 'manually')",1
"('manually', 'closed', 'stream', 'confirmed')",1
"('closed', 'stream', 'confirmed', 'job')",1
"('stream', 'confirmed', 'job', 'success')",1
"('issue', 'issue', 'fixed', 'replacing')",1
"('issue', 'fixed', 'replacing', 'source')",1
"('fixed', 'replacing', 'source', 'file')",1
"('replacing', 'source', 'file', 'job')",1
"('source', 'file', 'job', 'restarted')",1
"('file', 'job', 'restarted', 'completed')",1
"('source', 'file', 'issue', 'files')",1
"('file', 'issue', 'files', 'copied')",1
"('issue', 'files', 'copied', 'manually')",1
"('rerun', 'tomorrow', ""'s"", 'batch')",1
"('tbload', 'issue', 'liasing', 'td')",1
"('issue', 'liasing', 'td', 'dba')",1
"('state', 'failure', 'issue', 'issus')",1
"('failure', 'issue', 'issus', 'fixed')",1
"('file', 'available', 'liaising', 'source')",1
"('available', 'liaising', 'source', 'team')",1
"('bw', 'source', 'system', 'responding')",1
"('source', 'system', 'responding', 'job')",1
"('system', 'responding', 'job', 'executed')",1
"('responding', 'job', 'executed', 'back')",1
"('executed', 'back', 'end', 'completed')",1
"('back', 'end', 'completed', 'successfully')",1
"('site', 'file', 'duplicate', 'issue')",1
"('wrongly', 'raised', 'job', 'got')",1
"('raised', 'job', 'got', 'completed')",1
"('job', 'got', 'completed', 'day')",1
"('job', ""n't"", 'triggered', 'brj')",1
"(""n't"", 'triggered', 'brj', 'manually')",1
"('triggered', 'brj', 'manually', 'ran')",1
"('brj', 'manually', 'ran', 'job')",1
"('manually', 'ran', 'job', 'back')",1
"('ran', 'job', 'back', 'end')",1
"('job', 'failed', 'due', 'low')",1
"('failed', 'due', 'low', 'space')",1
"('due', 'low', 'space', 'issue')",1
"('low', 'space', 'issue', 'providing')",1
"('space', 'issue', 'providing', 'required')",1
"('issue', 'providing', 'required', 'space')",1
"('providing', 'required', 'space', 'job')",1
"('required', 'space', 'job', 'completed')",1
"('space', 'job', 'completed', 'successfully')",1
"('due', 'lock', 'issue', 'released')",1
"('lock', 'issue', 'released', 'job')",1
"('issue', 'released', 'job', 'job')",1
"('released', 'job', 'job', 'successful')",1
"('db', 'lock', 'issue', 'executed')",1
"('lock', 'issue', 'executed', 'script')",1
"('issue', 'executed', 'script', 'manullay')",1
"('executed', 'script', 'manullay', 'insert')",1
"('script', 'manullay', 'insert', 'records')",1
"('rerun', 'successfull', 'data', 'fix')",1
"('extraction', 'issue', 'job', 'reprocessed')",1
"('issue', 'job', 'reprocessed', 'issue')",1
"('job', 'reprocessed', 'issue', 'got')",1
"('reprocessed', 'issue', 'got', 'resolved')",1
"('issue', 'job', 're-run', 'completed')",1
"('re-run', 'completed', 'file', 'corrected')",1
"('job', 'cancelled', 'running', 'long')",1
"('cancelled', 'running', 'long', 'time')",1
"('job', 'failed', 'one', 'process')",1
"('failed', 'one', 'process', 'still')",1
"('one', 'process', 'still', 'active')",1
"('process', 'still', 'active', 'stream')",1
"('closed', 'manually', 'job', 'cancelled')",1
"('manually', 'job', 'cancelled', 'day')",1
"('duplicate', 'issue', 'liaising', 'devteam')",1
"('job', 'reun', 'data', 'fix')",1
"('job', 'killed', 'got', 'stuck')",1
"('killed', 'got', 'stuck', 'tods')",1
"('got', 'stuck', 'tods', 'server')",1
"('stuck', 'tods', 'server', 'set')",1
"('tods', 'server', 'set', 'batch')",1
"('server', 'set', 'batch', 'next')",1
"('set', 'batch', 'next', 'day')",1
"('batch', 'next', 'day', 'run')",1
"('schedule', 'released', 'completed', 'successfully')",1
"('warranty', 'support', 'liaising', 'development')",1
"('support', 'liaising', 'development', 'team')",1
"('job', 'running', 'script', 'due')",1
"('running', 'script', 'due', 'dead')",1
"('script', 'due', 'dead', 'lock')",1
"('due', 'dead', 'lock', 'issue')",1
"('count', 'target', 'count', 'validataion')",1
"('target', 'count', 'validataion', 'failed')",1
"('count', 'validataion', 'failed', 'rerun')",1
"('validataion', 'failed', 'rerun', 'job')",1
"('failed', 'process', 'state', 'closed')",1
"('process', 'state', 'closed', 'properly')",1
"('state', 'closed', 'properly', 'process')",1
"('closed', 'properly', 'process', 'state')",1
"('properly', 'process', 'state', 'updated')",1
"('state', 'updated', 'manually', 'confirmed')",1
"('updated', 'manually', 'confirmed', 'job')",1
"('manually', 'confirmed', 'job', 'success')",1
"('job', 'failed', 'without', 'getting')",1
"('failed', 'without', 'getting', 'triggered')",1
"('without', 'getting', 'triggered', 'run')",1
"('source', 'connection', 'issue.the', 'resolve')",1
"('connection', 'issue.the', 'resolve', 'job')",1
"('issue.the', 'resolve', 'job', 'completed')",1
"('resolve', 'job', 'completed', 'successfully')",1
"('count', 'validation', 'issue', 'on-rerunning')",1
"('validation', 'issue', 'on-rerunning', 'job')",1
"('brj', 'schedules', 'issues', 'jobs')",1
"('schedules', 'issues', 'jobs', 'completed')",1
"('issues', 'jobs', 'completed', 'backend')",1
"('abended', 'due', 'session', 'hang')",1
"('due', 'session', 'hang', 'issue')",1
"('session', 'hang', 'issue', 'tods')",1
"('hang', 'issue', 'tods', 'server')",1
"('issue', 'tods', 'server', 'issue')",1
"('tods', 'server', 'issue', 'fixed')",1
"('server', 'issue', 'fixed', 'job')",1
"('job', 'hold', 'due', 'dependency')",1
"('hold', 'due', 'dependency', 'applications')",1
"('job', 'due', 'source', 'file')",1
"('job', 'failed', 'inlast', 'update')",1
"('failed', 'inlast', 'update', 'script')",1
"('inlast', 'update', 'script', 'due')",1
"('update', 'script', 'due', 'long')",1
"('script', 'due', 'long', 'running')",1
"('due', 'long', 'running', 'update')",1
"('long', 'running', 'update', 'script')",1
"('running', 'update', 'script', 'manually')",1
"('update', 'script', 'manually', 'executed')",1
"('script', 'manually', 'executed', 'job')",1
"('manually', 'executed', 'job', 'marked')",1
"('executed', 'job', 'marked', 'completed')",1
"('job', 'marked', 'completed', 'redwood')",1
"('named', 'piped', 'error', 'issue')",1
"('piped', 'error', 'issue', 'released')",1
"('error', 'issue', 'released', 'lock')",1
"('issue', 'released', 'lock', 'table')",1
"('released', 'lock', 'table', 're-run')",1
"('lock', 'table', 're-run', 'job')",1
"('table', 're-run', 'job', 'job')",1
"('due', 'late', 'completion', 'customer')",1
"('late', 'completion', 'customer', 'matching')",1
"('completion', 'customer', 'matching', 'jobs')",1
"('issue', 'job', 'restarted', 'session')",1
"('released', 'tbload', 'reexecuted', 'completed')",1
"('tbload', 'reexecuted', 'completed', 'successfully')",1
"('due', 'duplicate', 'issue', 'reprocessed')",1
"('job', 'failed', 'due', 'named')",1
"('pipe', 'error', 're-run', 'job')",1
"('source', 'count', 'issue', 'corrected')",1
"('count', 'issue', 'corrected', 'job')",1
"('issue', 'corrected', 'job', 'completed')",1
"('time-out', 'issue', 'job', 're-run')",1
"('job', 'rerun', 'following', 'day')",1
"('source', 'bw', 'open', 'hub')",1
"('open', 'hub', 'issue', 'informed')",1
"('hub', 'issue', 'informed', 'source')",1
"('issue', 'informed', 'source', 'team')",1
"('informed', 'source', 'team', 'fix')",1
"('source', 'team', 'fix', 'job')",1
"('team', 'fix', 'job', 'executed')",1
"('fix', 'job', 'executed', 'successfully')",1
"('duplicate', 'issue', 'completed', 'data')",1
"('issue', 'completed', 'data', 'fix')",1
"('connectivity', 'issue', 're-run', 'completed')",1
"('issue', 're-run', 'completed', 'successfully')",1
"('source', 'issue', 'hence', 'job')",1
"('issue', 'hence', 'job', 'put')",1
"('hence', 'job', 'put', 'hold')",1
"('scheduler', 'issue', 'manaully', 'ran')",1
"('issue', 'manaully', 'ran', 'completed')",1
"('job', 'reprocssed', 'data', 'fix')",1
"('gludad', 'sml', 'schdelue', 'three')",1
"('sml', 'schdelue', 'three', 'news')",1
"('schdelue', 'three', 'news', 'jobs')",1
"('three', 'news', 'jobs', 'added')",1
"('news', 'jobs', 'added', 'part')",1
"('jobs', 'added', 'part', 'lapsed')",1
"('added', 'part', 'lapsed', 'contract')",1
"('part', 'lapsed', 'contract', 'patching.previsouly')",1
"('lapsed', 'contract', 'patching.previsouly', 'job')",1
"('contract', 'patching.previsouly', 'job', 'triigered')",1
"('patching.previsouly', 'job', 'triigered', 'via')",1
"('job', 'triigered', 'via', 'brj')",1
"('triigered', 'via', 'brj', 'due')",1
"('via', 'brj', 'due', 'batch')",1
"('brj', 'due', 'batch', 'file')",1
"('due', 'batch', 'file', 'created')",1
"('batch', 'file', 'created', 'jobs')",1
"('file', 'created', 'jobs', 'tods')",1
"('created', 'jobs', 'tods', 'management')",1
"('jobs', 'tods', 'management', 'console.so')",1
"('tods', 'management', 'console.so', 'jobs')",1
"('management', 'console.so', 'jobs', 'fail')",1
"('console.so', 'jobs', 'fail', 'avoid')",1
"('jobs', 'fail', 'avoid', 'jobs')",1
"('fail', 'avoid', 'jobs', 'affceting')",1
"('avoid', 'jobs', 'affceting', 'ths')",1
"('jobs', 'affceting', 'ths', 'failure')",1
"('affceting', 'ths', 'failure', 'put')",1
"('ths', 'failure', 'put', 'maid')",1
"('failure', 'put', 'maid', 'qac')",1
"('put', 'maid', 'qac', 'services')",1
"('maid', 'qac', 'services', 'quotes')",1
"('qac', 'services', 'quotes', 'held.now')",1
"('services', 'quotes', 'held.now', 'issue')",1
"('quotes', 'held.now', 'issue', 'resolved')",1
"('held.now', 'issue', 'resolved', 'put')",1
"('issue', 'resolved', 'put', 'job')",1
"('resolved', 'put', 'job', 'held')",1
"('put', 'job', 'held', 'status')",1
"('job', 'reprocessed', 'script', 'name')",1
"('reprocessed', 'script', 'name', 'change')",1
"('duplicates', 'removed', 'source', 'file')",1
"('removed', 'source', 'file', 'job')",1
"('source', 'file', 'job', 'execute')",1
"('file', 'job', 'execute', 'successfully')",1
"('connection', 'issue', 'job', 'completed')",1
"('issue', 'job', 'completed', 'already')",1
"('job', 'completed', 're-running', 'job')",1
"('schedule', 'hold', ""'s"", 'source')",1
"('hold', ""'s"", 'source', 'feed')",1
"(""'s"", 'source', 'feed', 'received')",1
"('source', 'feed', 'received', 'schedule')",1
"('feed', 'received', 'schedule', 'used')",1
"('received', 'schedule', 'used', 'based')",1
"('schedule', 'used', 'based', 'availability')",1
"('used', 'based', 'availability', 'source')",1
"('based', 'availability', 'source', 'data')",1
"('due', 'invalid', 'data', 'field')",1
"('invalid', 'data', 'field', 'issue')",1
"('data', 'field', 'issue', 'issue')",1
"('field', 'issue', 'issue', 'fixed')",1
"('batch', 'run', 'along', 'today')",1
"('issue', 'job', 'failed', 'execute')",1
"('job', 'failed', 'execute', 'brj')",1
"('failed', 'execute', 'brj', 'hence')",1
"('execute', 'brj', 'hence', 'job')",1
"('brj', 'hence', 'job', 'trigfered')",1
"('hence', 'job', 'trigfered', 'backend')",1
"('job', 'trigfered', 'backend', 'console')",1
"('collects', 'stats', 'run', 'manually')",1
"('stats', 'run', 'manually', 'order')",1
"('run', 'manually', 'order', 'let')",1
"('manually', 'order', 'let', 'qas')",1
"('order', 'let', 'qas', 'run')",1
"('data', 'issue', '--', 'duplicate')",1
"('issue', '--', 'duplicate', 'issue')",1
"('data', 'issue', 'job', 'held')",1
"('job', 'tbloaded', 'job', 'restarted')",1
"('tbloaded', 'job', 'restarted', 'completed')",1
"('restarted', 'completed', 'successfully', 'releasing')",1
"('server', 'issues', 'job', 'got')",1
"('issues', 'job', 'got', 'failed')",1
"('job', 'got', 'failed', 're-running')",1
"('got', 'failed', 're-running', 'time')",1
"('failed', 're-running', 'time', 'job')",1
"('re-running', 'time', 'job', 'completed')",1
"('time', 'job', 'completed', 'successfully')",1
"('need', 'restart', 'cluster', 'server')",1
"('restart', 'cluster', 'server', 'house')",1
"('cluster', 'server', 'house', 'keeping')",1
"('server', 'house', 'keeping', 'done')",1
