N-gram,Frequency
"('previous', 'jobs', 'running')",1
"('jobs', 'running', 'hence')",1
"('running', 'hence', 'job')",1
"('duplicate', 'value', 'issue')",1
"('job', 'triggered', 'backend')",1
"('triggered', 'backend', 'completed')",1
"('backend', 'completed', 'successfully')",1
"('executed', 'successfully', 'audit')",1
"('successfully', 'audit', 'table')",1
"('audit', 'table', 'update')",1
"('table', 'update', 'failed')",1
"('update', 'failed', 'manually')",1
"('failed', 'manually', 'executed')",1
"('jib', 'rerun', 'data')",1
"('job', 'aborted', 're-executed')",1
"('aborted', 're-executed', 'later')",1
"('rerun', 'batch', 'data')",1
"('batch', 'data', 'available')",1
"('data', 'available', 'source')",1
"('transform', 'issue', 'job')",1
"('re-run', 'removing', 'erred')",1
"('removing', 'erred', 'column')",1
"('erred', 'column', 'value')",1
"('extraction', 'issue', 'source')",1
"('issue', 'source', 'liaising')",1
"('source', 'liaising', 'source')",1
"('killed', 'job', 'since')",1
"('job', 'since', 'running')",1
"('since', 'running', 'long')",1
"('running', 'long', 'hours')",1
"('long', 'hours', 'executed')",1
"('hours', 'executed', 'job')",1
"('ran', 'job', 'completed')",1
"('error', 'tbload', 'releases')",1
"('tbload', 'releases', 'job')",1
"('releases', 'job', 're-run')",1
"('triggered', 'hence', 'cancelled')",1
"('hence', 'cancelled', 'job')",1
"('job', 'reprocessed', 'closing')",1
"('reprocessed', 'closing', 'stream')",1
"('closing', 'stream', 'manually')",1
"('successfully', 'receiving', 'correct')",1
"('receiving', 'correct', 'file')",1
"('executed', 'completion', 'bi')",1
"('completion', 'bi', 'brp')",1
"('bi', 'brp', 'batches')",1
"('job', 'rerun', 'sequentially')",1
"('source', 'file', 'unavailibilty')",1
"('file', 'unavailibilty', 'intimated')",1
"('unavailibilty', 'intimated', 'source')",1
"('issue', 'job', ""n't"")",1
"('job', ""n't"", 'get')",1
"('available', 'liaising', 'corresponding')",1
"('liaising', 'corresponding', 'source')",1
"('corresponding', 'source', 'team')",1
"('active', 'manually', 'stream')",1
"('manually', 'stream', 'closed')",1
"('cancelled', 'day', 'tdata')",1
"('day', 'tdata', 'outage')",1
"('job', 're-run', 'back')",1
"('stream', 'previos', 'jobs')",1
"('previos', 'jobs', 'running')",1
"('jobs', 'running', 'current')",1
"('running', 'current', 'stream')",1
"('current', 'stream', 'started')",1
"('stream', 'started', 'delay')",1
"('updating', 'audit', 'entries')",1
"('audit', 'entries', 'manually')",1
"('entries', 'manually', 'executed')",1
"('file', 'moved', 'manually')",1
"('stats', 'issue', 'collect')",1
"('issue', 'collect', 'stats')",1
"('collect', 'stats', 'run')",1
"('stats', 'run', 'seperately')",1
"('failure', 'restart', 'tried')",1
"('restart', 'tried', 'command')",1
"('tried', 'command', 'line')",1
"('command', 'line', 'run')",1
"('line', 'run', 'got')",1
"('run', 'got', 'sucessful')",1
"('got', 'sucessful', 'marking')",1
"('sucessful', 'marking', 'job')",1
"('marking', 'job', 'success')",1
"('job', 'success', 'inbrj')",1
"('success', 'inbrj', 'hence')",1
"('inbrj', 'hence', 'closing')",1
"('stats', 'manually', 'run')",1
"('progressing', 'correctly', 'issues')",1
"('full', 'load', 'job')",1
"('load', 'job', 'executed')",1
"('job', 'executed', 'already')",1
"('executed', 'already', 'hence')",1
"('already', 'hence', 'job')",1
"('job', 'failed', 'ran')",1
"('failed', 'ran', 'date')",1
"('team', 'corrected', 'source')",1
"('corrected', 'source', 'file')",1
"('source', 'file', 're-running')",1
"('job', 'decommissioned', 'batches')",1
"('decommissioned', 'batches', 'held')",1
"('batches', 'held', 'requested')",1
"('held', 'requested', 'ems')",1
"('requested', 'ems', 'place')",1
"('ems', 'place', 'batch')",1
"('place', 'batch', 'request')",1
"('connectivity', 'issue', 'extractor')",1
"('issue', 'extractor', 'liasing')",1
"('extractor', 'liasing', 'bw')",1
"('liasing', 'bw', 'team')",1
"('target', 'count', 'mismatch')",1
"('count', 'mismatch', 'job')",1
"('mismatch', 'job', 'marked')",1
"('marked', 'success', 'table')",1
"('success', 'table', 'data')",1
"('stats', 'issue', 'manually')",1
"('issue', 'manually', 'collected')",1
"('killed', 'stats', 'run')",1
"('stats', 'run', 'manaully')",1
"('got', 'failed', 'substitution')",1
"('failed', 'substitution', 'parameter')",1
"('substitution', 'parameter', 'issue')",1
"('parameter', 'issue', 'got')",1
"('got', 'executed', 'succssfully')",1
"('executed', 'succssfully', 'manual')",1
"('succssfully', 'manual', 'run.we')",1
"('manual', 'run.we', 'raised')",1
"('run.we', 'raised', 'change')",1
"('raised', 'change', 'rectify')",1
"('previous', 'batch', 'r')",1
"('batch', 'r', 'state')",1
"('r', 'state', 'changed')",1
"('state', 'changed', 'c')",1
"('changed', 'c', 'job')",1
"('c', 'job', 're-ran')",1
"('job', 'held', 'due')",1
"('held', 'due', 'backlogs')",1
"('due', 'backlogs', 'brite')",1
"('backlogs', 'brite', 'job')",1
"('brite', 'job', 'triggered')",1
"('job', 'triggered', 'backlogs')",1
"('triggered', 'backlogs', 'cleared')",1
"('manually', 'moved', 'job')",1
"('moved', 'job', 'reprocessed')",1
"('closed', 'stream', 'confirmed')",1
"('stream', 'confirmed', 'job')",1
"('issue', 'fixed', 'replacing')",1
"('fixed', 'replacing', 'source')",1
"('replacing', 'source', 'file')",1
"('file', 'job', 'restarted')",1
"('file', 'issue', 'files')",1
"('issue', 'files', 'copied')",1
"('rerun', 'tomorrow', ""'s"")",1
"('tbload', 'issue', 'liasing')",1
"('issue', 'liasing', 'td')",1
"('failure', 'issue', 'issus')",1
"('available', 'liaising', 'source')",1
"('source', 'system', 'responding')",1
"('system', 'responding', 'job')",1
"('responding', 'job', 'executed')",1
"('back', 'end', 'completed')",1
"('end', 'completed', 'successfully')",1
"('site', 'file', 'duplicate')",1
"('file', 'duplicate', 'issue')",1
"('wrongly', 'raised', 'job')",1
"('raised', 'job', 'got')",1
"('got', 'completed', 'day')",1
"('job', ""n't"", 'triggered')",1
"(""n't"", 'triggered', 'brj')",1
"('brj', 'manually', 'ran')",1
"('manually', 'ran', 'job')",1
"('ran', 'job', 'back')",1
"('due', 'low', 'space')",1
"('low', 'space', 'issue')",1
"('space', 'issue', 'providing')",1
"('issue', 'providing', 'required')",1
"('providing', 'required', 'space')",1
"('required', 'space', 'job')",1
"('space', 'job', 'completed')",1
"('lock', 'issue', 'released')",1
"('issue', 'released', 'job')",1
"('released', 'job', 'job')",1
"('job', 're-ran', 'suceessfully')",1
"('lock', 'issue', 'executed')",1
"('issue', 'executed', 'script')",1
"('executed', 'script', 'manullay')",1
"('script', 'manullay', 'insert')",1
"('manullay', 'insert', 'records')",1
"('rerun', 'successfull', 'data')",1
"('successfull', 'data', 'fix')",1
"('job', 'reprocessed', 'issue')",1
"('reprocessed', 'issue', 'got')",1
"('issue', 'got', 'resolved')",1
"('completed', 'file', 'corrected')",1
"('server', 'needs', 'restarted')",1
"('job', 'cancelled', 'running')",1
"('cancelled', 'running', 'long')",1
"('job', 'failed', 'one')",1
"('failed', 'one', 'process')",1
"('one', 'process', 'still')",1
"('process', 'still', 'active')",1
"('manually', 'job', 'cancelled')",1
"('issue', 'liaising', 'devteam')",1
"('job', 'reun', 'data')",1
"('reun', 'data', 'fix')",1
"('killed', 'got', 'stuck')",1
"('got', 'stuck', 'tods')",1
"('stuck', 'tods', 'server')",1
"('tods', 'server', 'set')",1
"('server', 'set', 'batch')",1
"('set', 'batch', 'next')",1
"('batch', 'next', 'day')",1
"('next', 'day', 'run')",1
"('schedule', 'released', 'completed')",1
"('support', 'liaising', 'development')",1
"('running', 'script', 'due')",1
"('script', 'due', 'dead')",1
"('due', 'dead', 'lock')",1
"('dead', 'lock', 'issue')",1
"('files', 'extracted', 'manually')",1
"('target', 'count', 'validataion')",1
"('count', 'validataion', 'failed')",1
"('validataion', 'failed', 'rerun')",1
"('process', 'state', 'closed')",1
"('state', 'closed', 'properly')",1
"('closed', 'properly', 'process')",1
"('properly', 'process', 'state')",1
"('updated', 'manually', 'confirmed')",1
"('manually', 'confirmed', 'job')",1
"('job', 'failed', 'without')",1
"('failed', 'without', 'getting')",1
"('without', 'getting', 'triggered')",1
"('getting', 'triggered', 'run')",1
"('source', 'connection', 'issue.the')",1
"('connection', 'issue.the', 'resolve')",1
"('issue.the', 'resolve', 'job')",1
"('resolve', 'job', 'completed')",1
"('validation', 'issue', 'on-rerunning')",1
"('brj', 'schedules', 'issues')",1
"('schedules', 'issues', 'jobs')",1
"('issues', 'jobs', 'completed')",1
"('jobs', 'completed', 'backend')",1
"('due', 'session', 'hang')",1
"('hang', 'issue', 'tods')",1
"('issue', 'tods', 'server')",1
"('server', 'issue', 'fixed')",1
"('job', 'hold', 'due')",1
"('hold', 'due', 'dependency')",1
"('due', 'dependency', 'applications')",1
"('job', 'due', 'source')",1
"('job', 'failed', 'inlast')",1
"('failed', 'inlast', 'update')",1
"('inlast', 'update', 'script')",1
"('update', 'script', 'due')",1
"('script', 'due', 'long')",1
"('due', 'long', 'running')",1
"('long', 'running', 'update')",1
"('running', 'update', 'script')",1
"('script', 'manually', 'executed')",1
"('executed', 'job', 'marked')",1
"('marked', 'completed', 'redwood')",1
"('piped', 'error', 'issue')",1
"('error', 'issue', 'released')",1
"('released', 'lock', 'table')",1
"('lock', 'table', 're-run')",1
"('table', 're-run', 'job')",1
"('late', 'completion', 'customer')",1
"('customer', 'matching', 'jobs')",1
"('released', 'tbload', 'reexecuted')",1
"('tbload', 'reexecuted', 'completed')",1
"('duplicate', 'issue', 'reprocessed')",1
"('source', 'count', 'issue')",1
"('count', 'issue', 'corrected')",1
"('issue', 'corrected', 'job')",1
"('corrected', 'job', 'completed')",1
"('job', 'rerun', 'following')",1
"('rerun', 'following', 'day')",1
"('source', 'bw', 'open')",1
"('hub', 'issue', 'informed')",1
"('issue', 'informed', 'source')",1
"('informed', 'source', 'team')",1
"('source', 'team', 'fix')",1
"('team', 'fix', 'job')",1
"('fix', 'job', 'executed')",1
"('issue', 'completed', 'data')",1
"('connectivity', 'issue', 're-run')",1
"('issue', 're-run', 'completed')",1
"('source', 'issue', 'hence')",1
"('hence', 'job', 'put')",1
"('scheduler', 'issue', 'manaully')",1
"('issue', 'manaully', 'ran')",1
"('manaully', 'ran', 'completed')",1
"('liainsfg', 'td/tods', 'team')",1
"('job', 'reprocssed', 'data')",1
"('reprocssed', 'data', 'fix')",1
"('gludad', 'sml', 'schdelue')",1
"('sml', 'schdelue', 'three')",1
"('schdelue', 'three', 'news')",1
"('three', 'news', 'jobs')",1
"('news', 'jobs', 'added')",1
"('jobs', 'added', 'part')",1
"('added', 'part', 'lapsed')",1
"('part', 'lapsed', 'contract')",1
"('lapsed', 'contract', 'patching.previsouly')",1
"('contract', 'patching.previsouly', 'job')",1
"('patching.previsouly', 'job', 'triigered')",1
"('job', 'triigered', 'via')",1
"('triigered', 'via', 'brj')",1
"('via', 'brj', 'due')",1
"('brj', 'due', 'batch')",1
"('due', 'batch', 'file')",1
"('batch', 'file', 'created')",1
"('file', 'created', 'jobs')",1
"('created', 'jobs', 'tods')",1
"('jobs', 'tods', 'management')",1
"('tods', 'management', 'console.so')",1
"('management', 'console.so', 'jobs')",1
"('console.so', 'jobs', 'fail')",1
"('jobs', 'fail', 'avoid')",1
"('fail', 'avoid', 'jobs')",1
"('avoid', 'jobs', 'affceting')",1
"('jobs', 'affceting', 'ths')",1
"('affceting', 'ths', 'failure')",1
"('ths', 'failure', 'put')",1
"('failure', 'put', 'maid')",1
"('put', 'maid', 'qac')",1
"('maid', 'qac', 'services')",1
"('qac', 'services', 'quotes')",1
"('services', 'quotes', 'held.now')",1
"('quotes', 'held.now', 'issue')",1
"('held.now', 'issue', 'resolved')",1
"('issue', 'resolved', 'put')",1
"('resolved', 'put', 'job')",1
"('put', 'job', 'held')",1
"('job', 'held', 'status')",1
"('job', 'reprocessed', 'script')",1
"('reprocessed', 'script', 'name')",1
"('script', 'name', 'change')",1
"('duplicates', 'removed', 'source')",1
"('removed', 'source', 'file')",1
"('file', 'job', 'execute')",1
"('job', 'execute', 'successfully')",1
"('job', 'completed', 'already')",1
"('job', 'completed', 're-running')",1
"('completed', 're-running', 'job')",1
"('schedule', 'hold', ""'s"")",1
"('hold', ""'s"", 'source')",1
"(""'s"", 'source', 'feed')",1
"('source', 'feed', 'received')",1
"('feed', 'received', 'schedule')",1
"('received', 'schedule', 'used')",1
"('schedule', 'used', 'based')",1
"('used', 'based', 'availability')",1
"('based', 'availability', 'source')",1
"('availability', 'source', 'data')",1
"('invalid', 'data', 'field')",1
"('data', 'field', 'issue')",1
"('field', 'issue', 'issue')",1
"('batch', 'run', 'along')",1
"('job', 'failed', 'execute')",1
"('failed', 'execute', 'brj')",1
"('execute', 'brj', 'hence')",1
"('brj', 'hence', 'job')",1
"('hence', 'job', 'trigfered')",1
"('job', 'trigfered', 'backend')",1
"('trigfered', 'backend', 'console')",1
"('collects', 'stats', 'run')",1
"('stats', 'run', 'manually')",1
"('run', 'manually', 'order')",1
"('manually', 'order', 'let')",1
"('order', 'let', 'qas')",1
"('let', 'qas', 'run')",1
"('issue', '--', 'duplicate')",1
"('--', 'duplicate', 'issue')",1
"('issue', 'job', 'held')",1
"('job', 'tbloaded', 'job')",1
"('tbloaded', 'job', 'restarted')",1
"('issues', 'job', 'got')",1
"('got', 'failed', 're-running')",1
"('failed', 're-running', 'time')",1
"('time', 'job', 'completed')",1
"('need', 'restart', 'cluster')",1
"('restart', 'cluster', 'server')",1
"('cluster', 'server', 'house')",1
"('server', 'house', 'keeping')",1
"('house', 'keeping', 'done')",1
"('jobs', 'triggered', 'backend')",1
"('triggered', 'backend', 'order')",1
"('backend', 'order', 'manage')",1
"('order', 'manage', 'queue')",1
"('manage', 'queue', 'effectiveness')",1
"('due', 'source', 'connectivity')",1
"('connectivity', 'issue', 'liaising')",1
"('dev', 'team', 'batch')",1
"('team', 'batch', 'cancelled')",1
"('executed', 'successfully', 'removing')",1
"('successfully', 'removing', 'duplicates')",1
"('failed', 'due', 'incoorect')",1
"('due', 'incoorect', 'date')",1
"('incoorect', 'date', 'changing')",1
"('date', 'changing', 'correct')",1
"('changing', 'correct', 'date')",1
"('correct', 'date', 'job')",1
"('date', 'job', 'completed')",1
"('base', 'connection', 'timeout')",1
"('connection', 'timeout', 'issue')",1
"('issue', 'job', 'scheduler')",1
"('job', 'scheduler', 'job')",1
"('job', 'run', 'manaully')",1
"('job', 'executed', 'kept')",1
"('executed', 'kept', 'hold')",1
"('hold', 'due', 'slow')",1
"('due', 'slow', 'performance')",1
"('slow', 'performance', 'teradtaa')",1
"('job', 'development', 'liaising')",1
"('development', 'liaising', 'dev')",1
"('team', 'fix', 'issue')",1
"('fixed', 'job', 'ws')",1
"('job', 'ws', 'restarted')",1
"('ws', 'restarted', 'completed')",1
"('state', 'failure', 'hence')",1
"('failure', 'hence', 'stream')",1
"('hence', 'stream', 'manually')",1
"('manually', 'closed', 'marked')",1
"('closed', 'marked', 'success')",1
"('abended', 'due', 'time')",1
"('due', 'time', 'issue')",1
"('time', 'issue', 'backlog')",1
"('issue', 'backlog', 'covered')",1
"('failed', 'update', 'audit')",1
"('update', 'audit', 'entry')",1
"('entry', 'manually', 'executed')",1
"('query', 'tdata', 'job')",1
"('tdata', 'job', 'completed')",1
"('due', 'source', 'arrival')",1
"('source', 'arrival', 'job')",1
"('arrival', 'job', 'completed')",1
"('completed', 'job', 'success')",1
"('job', 'success', 'source')",1
"('success', 'source', 'arrival')",1
"('source', 'arrival', 'got')",1
"('arrival', 'got', 'completed')",1
"('new', 'schedule', 'informed')",1
"('schedule', 'informed', 'dev')",1
"('informed', 'dev', 'team')",1
"('dev', 'team', 'look')",1
"('team', 'look', 'issue')",1
"('issues', 'batch', 'batch')",1
"('batch', 'batch', 'completed')",1
"('job', 'completed', 'successfully.after')",1
"('completed', 'successfully.after', 'receiving')",1
"('successfully.after', 'receiving', 'updated')",1
"('still', 'active', 'job')",1
"('active', 'job', 'confirmed')",1
"('due', 'invalid', 'datetime')",1
"('invalid', 'datetime', 'stamp')",1
"('datetime', 'stamp', 'issue')",1
"('stamp', 'issue', 'source')",1
"('issue', 'source', 'updated')",1
"('source', 'updated', 'record')",1
"('updated', 'record', 're-running')",1
"('record', 're-running', 'job')",1
"('mdl', 'cancelled', 'due')",1
"('cancelled', 'due', 'delay')",1
"('due', 'delay', 'completion')",1
"('delay', 'completion', 'back')",1
"('completion', 'back', 'log')",1
"('back', 'log', 'data')",1
"('log', 'data', 'pulled')",1
"('data', 'pulled', 'next')",1
"('pulled', 'next', 'day')",1
"('failed', 'unzipping', 'file.the')",1
"('unzipping', 'file.the', 'step')",1
"('file.the', 'step', 'done')",1
"('step', 'done', 'manually')",1
"('abended', 'due', 'tbuild')",1
"('due', 'tbuild', 'error')",1
"('tbuild', 'error', 'job')",1
"('job', 'restarted', 'older')",1
"('restarted', 'older', 'sessions')",1
"('older', 'sessions', 'closed')",1
"('abended', 'due', 'name')",1
"('executed', 'job', 'got')",1
"('got', 'completed', 'scuessfully')",1
"('extraction', 'issue', 'liaising')",1
"('issues', 'sbi', 'batch')",1
"('sbi', 'batch', 'batch')",1
"('batch', 'batch', 'progressing')",1
"('failure', 'issue', 'resolved')",1
"('issue', 'resolved', 'adn')",1
"('resolved', 'adn', 'job')",1
"('adn', 'job', 're-started')",1
"('process', 'state', 'manually')",1
"('state', 'manually', 'updated')",1
"('manually', 'updated', 'job')",1
"('updated', 'job', 'restarted')",1
"('job', 'rerun', 'thanks')",1
"('rerun', 'thanks', 'nagapriya')",1
"('thanks', 'nagapriya', 'c')",1
"('date', 'format', 'source')",1
"('format', 'source', 'file')",1
"('file', 'issue', 'fixed')",1
"('completed', 'successfully', 'issues')",1
"('issue', 'job', 'successful')",1
"('occured', 'completed', 'job')",1
"('login', 'time', 'expired')",1
"('time', 'expired', 'issue')",1
"('expired', 'issue', 'job')",1
"('tbload', 'issue', 'fixed')",1
"('closed', 'stream', 'instance')",1
"('stream', 'instance', 'restarted')",1
"('instance', 'restarted', 'batch')",1
"('invalid', 'date', 'column')",1
"('date', 'column', 'error')",1
"('column', 'error', 'issue')",1
"('issue', 'job', 'reporcessed')",1
"('job', 'released', 'completed')",1
"('batch', 'cancelled', 'due')",1
"('cancelled', 'due', 'source')",1
"('due', 'source', 'side')",1
"('side', 'issue', 'raised')",1
"('issue', 'raised', 'incident')",1
"('source', 'file', 'unavailablitiy')",1
"('file', 'unavailablitiy', 'intimated')",1
"('unavailablitiy', 'intimated', 'source')",1
"('jobs', 'executed', 'successfully')",1
"('job', 're-run', 'duplicates')",1
"('re-run', 'duplicates', 'removed')",1
"('job', 'abended', 'session')",1
"('abended', 'session', 'hanged')",1
"('session', 'hanged', 'tods')",1
"('hanged', 'tods', 'server')",1
"('steam', 'manually', 'closed')",1
"('due', 'file', 'available')",1
"('run', 'today', ""'s"")",1
"('overrunning', 'hence', 'reached')",1
"('hence', 'reached', 'deadline')",1
"('reached', 'deadline', 'alert')",1
"('job', 'wrongly', 'started')",1
"('wrongly', 'started', 'jon')",1
"('started', 'jon', 'completed')",1
"('state', 'failure', 'stream')",1
"('failure', 'stream', 'closed')",1
"('issue', 'lock', 'released')",1
"('released', 'job', 'completed')",1
"('copied', 'manually', 'rerun')",1
"('manually', 'rerun', 'sucessful')",1
"('server', 'restart', 'reprocessed')",1
"('piped', 'error', 'release')",1
"('error', 'release', 'mlock')",1
"('release', 'mlock', 'job')",1
"('mlock', 'job', 'successful')",1
"('issue', 'extraction', 'liaising')",1
"('extraction', 'liaising', 'td')",1
"('liaising', 'td', 'tods')",1
"('td', 'tods', 'team')",1
"('abended', 'due', 'less')",1
"('due', 'less', 'db')",1
"('less', 'db', 'space')",1
"('db', 'space', 'edwprdt_tmp')",1
"('space', 'edwprdt_tmp', 'housekeeping')",1
"('edwprdt_tmp', 'housekeeping', 'done')",1
"('housekeeping', 'done', 'job')",1
"('done', 'job', 'restarted')",1
"('job', 'reun', 'completed')",1
"('reun', 'completed', 'successfully')",1
"('due', 'session', 'lock')",1
"('session', 'lock', 'tods')",1
"('lock', 'tods', 'server')",1
"('job', 'restarted', 'manually')",1
"('restarted', 'manually', 'pointing')",1
"('manually', 'pointing', 'another')",1
"('pointing', 'another', 'server')",1
"('another', 'server', 'completed')",1
"('server', 'completed', 'successfully')",1
"('failed', 'due', 'connection')",1
"('duplicates', 'staging', 'table')",1
"('staging', 'table', 'deleted')",1
"('table', 'deleted', 'records')",1
"('got', 'failed', 'beacuse')",1
"('failed', 'beacuse', 'stats')",1
"('beacuse', 'stats', 'issue')",1
"('stats', 'issue', 'corrected')",1
"('issue', 'corrected', 'manually')",1
"('job', 'held', 'providing')",1
"('held', 'providing', 'fix')",1
"('providing', 'fix', 'address')",1
"('fix', 'address', 'matching')",1
"('address', 'matching', 'process')",1
"('issue', 'fixed', 'hence')",1
"('fixed', 'hence', 'batch')",1
"('issue', 'completed', 'job')",1
"('completed', 'job', 'updating')",1
"('job', 'updating', 'values')",1
"('updating', 'values', 'restarted')",1
"('values', 'restarted', 'job')",1
"('source', 'connection', 'issue.this')",1
"('connection', 'issue.this', 'resolved')",1
"('issue.this', 'resolved', 'source')",1
"('resolved', 'source', 'team')",1
"('oracle', 'db', 'connectivity')",1
"('db', 'connectivity', 'issue')",1
"('successfully', 're-run', 'back')",1
"('rerun', 'sucessful', 'data')",1
"('sucessful', 'data', 'fix')",1
"('abended', 'due', 'server')",1
"('due', 'server', 'session')",1
"('job', 'killed', 'longrunning')",1
"('data', 'issue', 'fixed')",1
"('issue', 'fixed', 'data')",1
"('fixed', 'data', 'backend')",1
"('data', 'backend', 'executed')",1
"('backend', 'executed', 'job')",1
"('duplicate', 'issue', 'cleared')",1
"('issue', 'cleared', 'duplicates')",1
"('cleared', 'duplicates', 'job')",1
"('batch', 're-ran', 'back')",1
"('re-ran', 'back', 'end')",1
"('due', 'invalid', 'timestamp')",1
"('invalid', 'timestamp', 'issue')",1
"('timestamp', 'issue', 'issue')",1
"('failed', 'due', 'dataa')",1
"('due', 'dataa', 'duplicate')",1
"('dataa', 'duplicate', 'issue')",1
"('issue', 'resolved', 'batch')",1
"('resolved', 'batch', 're-started')",1
"('triggered', 'wrongly', 'console')",1
"('job', 'successful', 'run')",1
"('deletion', 'duplicates', 'job')",1
"('duplicates', 'job', 're-executed')",1
"('error', 'job', 'rerun')",1
"('job', 'reprocessed', 'next')",1
"('reprocessed', 'next', 'day')",1
"('issue', 'scheduler', 'job')",1
"('scheduler', 'job', 'reprocessed')",1
"('job', 'reprocessed', 'manually')",1
"('mloa', 'dissue', 'successful')",1
"('dissue', 'successful', 'reurn')",1
"('base', 'connection', 'time')",1
"('triggering', 'brj', 're-started')",1
"('brj', 're-started', 'schedule')",1
"('re-started', 'schedule', 'brj')",1
"('schedule', 'brj', 'job')",1
"('brj', 'job', 'completed')",1
"('got', 'completed', 'succesfully')",1
"('issue', 'job', 'manully')",1
"('job', 'manully', 'run')",1
"('manully', 'run', 'completed')",1
"('job', 'rerun', 'time')",1
"('file', 'issue', 'new')",1
"('issue', 'new', 'files')",1
"('new', 'files', 'placed')",1
"('files', 'placed', 'job')",1
"('placed', 'job', 'restarted')",1
"('validation', 'issue', 'fixed')",1
"('failure', 'issue', 'issue')",1
"('failed', 'due', 'dba')",1
"('due', 'dba', 'dead')",1
"('dba', 'dead', 'locking')",1
"('dead', 'locking', 'issue.executed')",1
"('locking', 'issue.executed', 'job')",1
"('job', 'failed', 'stream')",1
"('failed', 'stream', 'instance')",1
"('instance', 'active', 'liaising')",1
"('active', 'liaising', 'dev')",1
"('dev', 'team', 'resolve')",1
"('team', 'resolve', 'issue')",1
"('tbload.it', 'completed', 'successfully')",1
"('triggered', 'wrongly', 'brj')",1
"('data', 'issue', 'sorted')",1
"('issue', 'sorted', 'completely')",1
"('sorted', 'completely', 'job')",1
"('completely', 'job', 're-executed')",1
"('files', 'available', 'manually')",1
"('manually', 'moved', 'restarted')",1
"('moved', 'restarted', 'job')",1
"('dead-lock', 'issue.on', 're-run')",1
"('extraction', 'issue', 'liasing')",1
"('issue', 'liasing', 'td/bod')",1
"('liasing', 'td/bod', 'steam')",1
"('issue', 'job', 'reun')",1
"('yesterday', ""'s"", 'batch')",1
"(""'s"", 'batch', 'cancelled')",1
"('batch', 'got', 'decommissioned')",1
"('informed', 'users', 'free')",1
"('manually', 'transferred', 'file')",1
"('source', 'file', 'rr11')",1
"('file', 'rr11', 'issue')",1
"('rr11', 'issue', 'job')",1
"('0', 'kb', 'file')",1
"('kb', 'file', 'copied')",1
"('file', 'copied', 'hence')",1
"('copied', 'hence', 'job')",1
"('job', 'failed', 'copied')",1
"('failed', 'copied', 'file')",1
"('copied', 'file', 'manually')",1
"('file', 'manually', 'marked')",1
"('manually', 'marked', 'success')",1
"('source', 'file', 'arrival')",1
"('files', 'received', 'run')",1
"('received', 'run', 'job')",1
"('informed', 'user', 'kill')",1
"('user', 'kill', 'one')",1
"('kill', 'one', 'high')",1
"('one', 'high', 'cpu')",1
"('high', 'cpu', 'usage')",1
"('cpu', 'usage', 'eg')",1
"('usage', 'eg', 'session')",1
"('ftp', 'isse', 'successful')",1
"('isse', 'successful', 'manual')",1
"('asked', 'ems', 'team')",1
"('ems', 'team', 'tea')",1
"('team', 'tea', 'change')",1
"('tea', 'change', 'count')",1
"('change', 'count', 'increase')",1
"('count', 'increase', 'incident')",1
"('increase', 'incident', 'hence')",1
"('incident', 'hence', 'closing')",1
"('received', 'manually', 'transfer')",1
"('transfer', 'files', 'sas')",1
"('files', 'sas', 'path')",1
"('rr12', 'file', 'delayed')",1
"('source', 'file', 'arrival.success')",1
"('file', 'arrival.success', 'rerun')",1
"('ftp', 'host', 'key')",1
"('host', 'key', 'issue')",1
"('ans', 'run', 'jopb')",1
"('users', 'informed', 'delete')",1
"('informed', 'delete', 'unwanted')",1
"('delete', 'unwanted', 'files')",1
"('marked', 'success', 'ran')",1
"('success', 'ran', 'successfully')",1
"('ran', 'successfully', 'next')",1
"('successfully', 'next', 'run')",1
"('job', 'development', 'closing')",1
"('development', 'closing', 'incident')",1
"('closing', 'incident', 'development')",1
"('incident', 'development', 'team')",1
"('development', 'team', 'working')",1
"('ftp', 'issue', 'successful')",1
"('issue', 'successful', 'manual')",1
"('informed', 'user', 'clear')",1
"('user', 'clear', 'unwanted')",1
"('clear', 'unwanted', 'files')",1
"('file', 'yet', 'received')",1
"('delay', 'source', 'file.success')",1
"('source', 'file.success', 'rerun')",1
"('file', 'delay', 'job')",1
"('delay', 'job', 'got')",1
"('file', 'delay', 'successful')",1
"('delay', 'successful', 'manual')",1
"('locekd', 'process', 'jon')",1
"('process', 'jon', 'completed')",1
"('informed', 'users', 'clear')",1
"('users', 'clear', 'space')",1
"('locekd', 'process', 'job')",1
"('process', 'job', 'completed')",1
"('queue', 'run', 'jopb')",1
